행정구역_x,행정구역분류,2023년_계_총세대수,2023년_계_총인구수,2023년_세대수(전체세대),지역별 1인세대 / 지역별 전체세대,지역별 1인가구 / 전체인구비,지역별 1인가구수 / 전국 1인가구수비,montly-avg_단독다가구,dep-avg_단독다가구_월세,montly-avg_아파트,dep-avg_아파트_월세,montly-avg_연립다세대,dep-avg_연립다세대_월세,montly-avg_오피스텔,dep-avg_오피스텔_월세,dep-avg_단독다가구_전세,dep-avg_아파트_전세,dep-avg_연립다세대_전세,dep-avg_오피스텔_전세,montly-avg_mean,dep-avg_rent_mean,dep-avg_deposit_mean,count_도시철도,count_bus,count_transport,sum_과학·기술,sum_교육,sum_보건의료,sum_부동산,sum_소매,sum_수리·개인,sum_숙박,sum_시설관리·임대,sum_예술·스포츠,sum_음식,sum_all_shop
서울특별시 광진구 자양4동,11050670,"6,056",19883,10986,55.12470417,30.45818036,0.0006,50.59574468085106,1643.085106382979,153.05555555555554,19037.03703703704,61.39893617021277,6565.606382978724,101.7361111,5902.777778,13248.71794871795,54033.16666666666,24515.19951923077,25603.571428571428,91.69658687665485,8287.126576099687,29350.16389,1,7,8,145,55,20,61,293,149,21,41,82,427,4884
서울특별시 동대문구 회기동,11060710,"4,663",10394,6641,70.21532902,44.86242063,0.0005,52.993478260869566,1148.4347826086955,85.15966386554622,3399.159663865546,57.95918367346939,3695.714285714286,48,1320,11543.478260869566,23043.65909090909,16950,10508.333333333334,61.028081449971296,2390.8271830471317,15511.367671277998,,,,51,30,7,25,177,71,29,27,47,406,3782
서울특별시 동대문구 휘경1동,11060720,"4,584",13712,7678,59.70304767,33.43057176,0.0005,56.22,1257,62.10714285714285,11814.327380952382,60.13953488372093,2785.5813953488373,69.32188841,1614.291845,15000,38622.86842105263,17381.581632653062,16578.42105263158,61.947141537715936,4367.800155325305,21895.717776584315,3,6,9,35,24,9,36,126,73,20,27,28,168,3478
서울특별시 동대문구 휘경2동,11060730,"6,757",24164,12645,53.43614077,27.96308558,0.0007,48.775728155339806,1715.757281553398,32.43577981651376,11038.454128440368,48.16666666666666,5263.541666666667,71.71428571,2959.52381,11091.70531400966,31739.091836734693,16578.571428571428,16305.76923076923,50.27311508713005,5244.319221665108,18928.784452521253,,,,40,34,6,34,100,63,3,18,25,143,3428
서울특별시 동대문구 청량리동,11060800,"5,353",18742,10103,52.9842621,28.56151958,0.0005,36.81666666666667,2298.0444444444443,37.75,4098.083333333333,54.17142857142857,2605.714285714286,84.15254237,3064.124294,12056.132075471698,28800.79069767442,18366.815789473683,20328.909952606635,53.22265940202381,3016.491589373016,19888.16212880661,1,17,18,111,29,18,49,256,118,30,34,40,274,4096
서울특별시 동대문구 용신동,11060810,"12,739",38410,21692,58.72671953,33.16584223,0.0013,48.40728476821192,1926.4403973509927,74.06860158311346,9427.514512,67.96491228070175,7509.941520467836,64.87964339,2613.632987,13249.54128440367,37097.45848375451,23485.753676470587,17968.139784946237,63.83011050550678,5369.382354173045,22950.22330739375,4,26,30,277,76,29,143,600,196,53,106,85,597,5343
서울특별시 동대문구 제기동,11060820,"7,614",23014,13018,58.48824704,33.08420961,0.0008,52.4375,1411.9612068965516,76.03225806451613,10656.387096774191,64.125,3882.994318181818,77.44444444,3240.740741,11495.744680851063,34747.98039215686,20237.169491525423,26780.434782608696,67.50980062612904,4798.020841,23315.332336785512,2,7,9,94,51,31,62,713,140,47,44,31,494,4939
서울특별시 동대문구 전농1동,11060830,"7,804",32157,16061,48.58975157,24.268433,0.0008,42.6,2503,81.57009345794393,13791.59813084112,44.04316547,6954.172661870503,82.70588235,3541.176471,11219.622641509432,42708.26818181818,20777.540192926044,20201.21192,62.72978531889245,6697.486815927905,23726.660734063415,3,11,14,92,48,13,84,482,169,28,42,58,405,4694
서울특별시 동대문구 전농2동,11060840,"2,390",17958,7544,31.68080594,13.30883172,0.0002,44.91428571428571,2233.6363636363635,52.01290322580645,5904.4,83.31578947,3421.0526315789475,55.04,1260,12960.024752475249,31192.590361445786,23217.14285714286,11800,58.82074460344409,3204.772248803828,19792.439492765974,,,,34,32,3,16,88,60,1,16,24,133,3723
서울특별시 동대문구 답십리2동,11060860,"4,702",27513,12477,37.68534103,17.09010286,0.0005,43.25490196078432,2581.372549019608,62.55849056603773,9179.630188679244,84.63157894736842,7068.421052631579,55.87096774,4789.247312,14812.5,38140.66384180791,26713.414634146346,20836.955056179777,61.57898480354762,5904.667775582608,25125.88338303351,,,,76,26,15,50,260,126,4,20,51,206,4216
서울특별시 동대문구 장안1동,11060870,"8,454",37386,18300,46.19672131,22.61274274,0.0009,44.9,2030,63.17,7584,56.34939759036145,8007.259036144578,56.4648318,2520.712538,10500,26277.85465116279,24057.638613861385,18726.28571428572,55.22105734759036,5035.492893536144,19890.444744827477,1,2,3,216,53,20,91,494,306,20,78,87,587,5371
서울특별시 동대문구 장안2동,11060880,"5,385",32692,14417,37.35173753,16.47191974,0.0005,48.38935574229692,2997.9523809523807,80.59550561797752,14506.831460674155,62.06763285024154,4683.797101449275,73.54368932,3931.402913,14660.452702702703,36608.982905982906,21654.804054054053,22016.53846153846,66.14904588,6529.995964018954,23735.19453106953,,,,82,101,18,59,345,190,15,28,96,484,4881
서울특별시 동대문구 이문1동,11060890,"6,957",17764,10684,65.1160614,39.16347669,0.0007,50.38944223,1090.906374501992,82.79710144927536,7957.826086956522,57.17699115044248,1788.141592920354,75.98,1586,10909.480198019804,33203.898734177215,14609.980392156862,17062.5,66.58588370742946,3105.718513594717,18946.46483108847,1,,1,64,37,9,56,160,92,23,25,49,328,4356
서울특별시 동대문구 이문2동,11060900,"3,342",19400,8669,38.5511593,17.22680412,0.0003,46.66666666666666,633.3333333333334,50.40579710144928,7541.855072463768,29.63157894736842,5779.421052631579,50.33823529,1974.926471,7125,34820.7125,14178.57142857143,13075.901639344262,44.260569501371094,3982.383982,17300.04639197892,1,,1,27,22,4,26,78,51,6,9,10,102,3889
서울특별시 동대문구 답십리1동,11060910,"5,385",27843,12872,41.83499068,19.3405883,0.0005,47.55663430420712,3589.8058252427186,66.15051020408163,7072.997448979592,88.97142857142858,8277.842857142858,58.82733813,2144.328537,14775.51977,42280.17538461539,25860.58823529412,16341.333333333334,65.37647780242933,5271.243667091292,24814.404181813534,,,,58,70,16,51,199,98,12,39,38,214,4389
서울특별시 중랑구 면목2동,11070520,"5,974",23603,12238,48.81516588,25.31034191,0.0006,38.17647059,1952.9411764705883,60.54621848739496,3118.6050420168067,71.49285714285715,6259.057142857143,92.28571429,6142.857143,17615.384615384617,21947.366972477063,21708.947368421053,38500,65.62531512756303,4368.365126086134,24942.924739070684,,,,77,21,5,38,229,146,11,36,34,267,2853
서울특별시 중랑구 면목4동,11070540,"3,987",18155,8944,44.5773703,21.96089232,0.0004,41.38095238095238,2747.619047619048,82.97222222222223,17784.722222222223,62.075471698113205,6852.028301886792,,,10588.235294117649,40620.52857142857,20946.30469,,62.14288210042927,9128.123190576021,24051.689517682073,1,3,4,46,19,3,27,108,89,2,22,20,130,2541
서울특별시 중랑구 면목5동,11070550,"2,192",14598,6422,34.13266895,15.01575558,0.0002,42.51282051282051,2664.102564102564,40.5974026,15558.051948051949,46.78431372549019,8968.627450980392,90,3333.333333,13125,44471.698113207545,23222.64285714286,27580,54.973634208928324,7631.028824033726,27099.83524,,,,40,12,4,16,84,56,5,20,15,87,2458
서울특별시 중랑구 면목7동,11070570,"4,781",21225,10562,45.2660481,22.52532391,0.0005,40.67924528301887,2603.396226415094,60.09375,17280.4375,71.52525252525253,5868.484848484848,65.41176471,4000,13017.391304347826,39377.34693877551,20982.79338842976,22335.714285714286,59.42750312956785,7438.0796437249855,23928.311479316846,,,,61,29,17,42,203,138,9,18,46,212,2937
서울특별시 중랑구 상봉1동,11070590,"3,546",23194,10135,34.9876665,15.28843666,0.0004,45.18287937743191,3471.817120622568,83.72,10457.04,47.82022471910113,7779.4157303370785,44.27272727,4581.818182,14487.072222222225,33568.62745098039,22420.31506849315,20511.11111111111,55.248957841633256,6572.522758239911,22746.781463201718,5,,5,47,31,8,22,161,81,1,23,24,150,2784
서울특별시 중랑구 상봉2동,11070600,"8,018",20304,12572,63.77664652,39.48975571,0.0008,50.333333333333336,3680,48.70324189526185,6532.102244389028,54.60582010582011,8621.05291,62.38518519,4335.451852,14213.846153846154,18742.96511627907,20862.20039292731,21037.981735159818,54.00689513110382,5792.151751610485,18714.248349553087,,,,69,35,27,75,253,152,45,45,112,519,3605
서울특별시 중랑구 중화1동,11070610,"3,625",18706,8907,40.69832716,19.37880894,0.0004,44.22033898305085,3038.983050847457,67.08333333333333,14687.5,49.38235294117647,7420.578431372549,57.5,2500,14290.625,32519.78947368421,21249.23076923077,,54.546506314390165,6911.765370555001,22686.548414304994,,,,43,29,6,30,130,91,3,20,8,82,2757
서울특별시 중랑구 중화2동,11070620,"7,506",23853,13488,55.64946619,31.46773991,0.0008,40.73271276595744,3320.924202,51.21212121212121,1909.090909090909,65.92410714285714,6840.861607142857,47.7,2466.666667,13234.320388349515,19000,22293.08766233766,14760,51.39223528023395,3634.3858463403562,17321.852012671792,3,3,6,85,17,10,40,270,144,8,45,69,345,3381
서울특별시 중랑구 묵1동,11070640,"5,642",33700,14955,37.72651287,16.74183976,0.0006,45.34119782214156,3734.437386569873,53.15909090909091,5401.786363636364,38.42786069651741,8822.328358208955,40.43333333,3890,13744.079847908744,29490.65898617512,18083.09146341464,15550,44.34037068943747,5462.138027103798,19216.957574374625,1,14,15,63,49,11,45,167,117,5,28,43,262,3188
서울특별시 중랑구 묵2동,11070650,"4,296",18061,9180,46.79738562,23.78605836,0.0004,38.583333333333336,3005,64.11111111111111,3777.777777777778,63.40776699029127,8341.213592233009,,,14135.416666666666,18578.571428571428,21482.41566,,55.367403811578576,5041.330456670262,18065.467919296232,,,,77,25,5,48,175,144,4,36,49,232,3223
서울특별시 중랑구 망우3동,11070680,"3,998",15659,8175,48.90519878,25.53164314,0.0004,38.14545454545455,3043.6,70,9000,66.50450450450451,7414.900901,50,11424.2,14254.166666666666,30000,19588.65979381444,,56.16248976248977,7720.675225225225,21280.942153493703,,,,55,14,7,24,118,92,2,34,14,111,2958
서울특별시 중랑구 신내1동,11070690,"4,067",37766,14894,27.30629784,10.76894561,0.0004,40.310344827586206,3974.7241379310335,24.7851711,7322.939163498098,39.56818181818182,7611.363636363636,70.15686275,3980.392157,12864.583333333334,27012.651063829788,18697.4375,20885.52631578948,43.70514012460741,5722.354773698193,19865.04955323815,1,35,36,196,53,6,24,176,101,1,35,47,267,3413
서울특별시 중랑구 신내2동,11070700,"3,192",19687,8901,35.8611392,16.21374511,0.0003,40.17647059,3373.529411764706,62.77542372881356,5134.9915254237285,,,54.61666667,1041.666667,11471.42857142857,23757.70773,,12750,52.52285366293785,3183.395868062811,15993.04543363239,,,,46,39,8,15,104,54,0,13,14,124,2734
서울특별시 중랑구 면목본동,11070710,"9,335",32791,17795,52.45855577,28.46817724,0.0009,43.51282051282051,2712.8205128205127,45.301886792452834,6882.075471698113,55.43983402489626,7385.867219917012,26.04545455,8795.454545,11420,22989.090909090908,21936.874449339208,18284.615384615383,42.57499897,6444.054437358909,18657.645185761376,1,4,5,98,33,16,86,343,188,15,41,59,397,3842
서울특별시 중랑구 면목3.8동,11070720,"6,289",24392,12794,49.15585431,25.78304362,0.0006,42.92107843137255,2949.697549019608,60.18604651162791,11802.32558139535,52.04511278195488,8618.796992481202,30.8,15600,12555.136101499424,27831.23287671233,23243.10243902439,22112.5,46.48805943123884,9742.705030724039,21435.492854309035,1,4,5,86,30,15,56,274,155,12,33,80,406,3733
서울특별시 중랑구 망우본동,11070730,"8,564",36461,18135,47.22360077,23.48811058,0.0009,40.956214689265536,3323.576271186441,30.41333333333333,5472.48,62.79824561403509,4930.701754385965,57.81196581,1925.641026,13299.75284090909,26370.13888888889,19590.45070422536,18371.19047619048,47.99493986165849,3913.0997628931013,19407.883227553455,3,24,27,97,53,27,64,398,221,23,54,92,483,4127
서울특별시 성북구 돈암1동,11080580,"1,909",14265,6055,31.52766309,13.38240449,0.0002,,,44.24844720496895,5459.906832298137,35.25,2350,,,,28824.466321243523,11633.333333333334,,39.74922360248448,3904.9534161490683,20228.899827288427,,,,9,29,4,2,43,24,0,2,4,33,1618
서울특별시 성북구 돈암2동,11080590,"1,772",23426,8529,20.7761754,7.564244856,0.0002,41.93877551020408,3216.326530612245,82.41346153846153,9628.913462,77.35714285714286,6764.285714285715,,,9556.153846153846,35818.802139037434,22612.90322580645,,67.23645996860283,6536.508569,22662.619736999244,,,,9,13,2,6,25,10,0,2,4,41,1598
서울특별시 성북구 안암동,11080600,"7,024",14915,9819,71.53477951,47.09353,0.0007,54.71326676,1878.9586305278167,85.08571428571429,5073.114285714286,66.59210526315789,2451.8355263157896,53.66666667,1000,11588.590604026846,23377.38095238096,19007.69230769231,,65.01443824471805,2600.9771106394733,17991.221288033372,1,5,6,66,52,7,34,159,79,19,46,54,448,2618
서울특별시 성북구 보문동,11080610,"3,964",16170,8145,48.66789441,24.51453309,0.0004,51.16727272727272,2573.090909090909,59.46710526,11604.296052631578,56.386792452830186,5648.122641509434,76.72222222,6950,12855.333333333334,47047.857142857145,21126.78723404256,28353.33333333333,60.93584817,6693.877400807981,27345.827760891592,2,6,8,72,23,1,36,141,89,6,20,19,158,2248
서울특별시 성북구 정릉1동,11080620,"2,336",17777,7344,31.80827887,13.1405749,0.0002,42.7027027,2586.4864864864867,67.78947368421052,11450.157894736842,47.10714285714285,5433.785714285715,,,11669.565217391304,33616.91812865497,17419.060606060608,,52.53310641378446,6490.143365169682,20901.847984035627,1,4,5,32,22,5,17,85,59,5,10,13,112,2063
서울특별시 성북구 정릉2동,11080630,"3,527",22549,9920,35.55443548,15.64149186,0.0004,42.93333333333333,2620,79.48717948717949,7523.025641025641,56.838509316770185,5390.335403726708,101.4285714,3214.285714,9800,27888.08434,17607.15168539326,22250,70.17189838432076,4686.911689688088,19386.309005685664,,,,36,29,8,23,113,71,2,12,26,139,2192
서울특별시 성북구 정릉3동,11080640,"4,799",14935,8213,58.43175454,32.13257449,0.0005,52.18,1020,55,8166.666666666667,53.225255972696246,3070.566552901024,49.375,1187.5,12077.777777777776,28277.777777777777,15777.657534246577,9725,52.44506399317406,3361.183304891923,16464.553272450532,,,,54,14,1,17,87,53,8,12,15,146,2160
서울특별시 성북구 정릉4동,11080650,"3,975",24027,10748,36.98362486,16.54388813,0.0004,47.03017832647463,1741.883401920439,64.52307692307693,8248.115384615385,47.51639344262295,4235.688524590164,50,2000,11372.826086956522,27285.41203703704,17216.65,11000,52.26741217304363,4056.421827781497,16718.72203099839,1,,1,41,26,6,28,112,60,4,15,25,162,2262
서울특별시 성북구 길음1동,11080660,"2,568",34752,12463,20.60499077,7.389502762,0.0003,45.608108108108105,1883.783783783784,73.62691131498471,9975.886850152903,71.33333333333333,3500,,,11413.829787234044,39942.81836327345,15065,,63.52278425214204,5119.8902113122285,22140.549383502497,1,5,6,18,49,2,35,122,59,4,9,22,150,2273
서울특별시 성북구 길음2동,11080680,"2,461",21679,8622,28.54326142,11.35199963,0.0002,40,1750,62.66139954853273,8843.013544018058,39.77272727272727,2523.3636363636365,87.5,4750,,45482.807947019865,21100,30000,57.48353171,4466.594295095423,32194.26931567329,,,,30,55,16,36,315,79,5,12,15,168,2584
서울특별시 성북구 월곡1동,11080710,"3,506",25579,10773,32.54432377,13.70655616,0.0004,10,1000,83.05333333333333,14753.213333333331,54.12765957446808,4901.234042553191,63.85714286,1903.333333,17333.333333333332,36480.58252427184,20379.761904761905,17163.88888888889,52.75953394195035,5639.445177,22839.391662813992,,,,34,45,11,30,167,96,3,20,26,184,2507
서울특별시 성북구 월곡2동,11080720,"4,866",18909,9653,50.40919921,25.73377757,0.0005,44.21382289416847,2265.874730021598,88.69047619047619,14535.952380952382,61.67924528301887,3796.3584905660377,100,5000,11779.76821192053,35580.38888888889,20228.103448275862,25000,73.64588609191588,6399.546400385005,23147.06513727132,2,,2,55,36,7,35,178,131,13,28,44,303,2745
서울특별시 성북구 장위1동,11080760,"4,134",23371,10596,39.01472254,17.68858842,0.0004,45.90476190476191,3142.8571428571427,46.87820512820513,11068.53846153846,46.23357664233577,5726.131386861314,,,11605.263157894737,45974.945054945056,15626.292479108635,,46.33884789176761,6645.842330418972,24402.166897316143,,,,33,29,6,39,120,95,2,16,18,157,2506
서울특별시 성북구 장위2동,11080770,"3,044",13119,6605,46.08629826,23.20298803,0.0003,38.88486842105263,2823.0690789473683,55.30769230769231,4064.653846153846,57.87,5328.48,44,500,11957.329842931937,31604.15,19364.268229166668,,49.01564018218623,3179.0507312753034,20975.249357366203,1,,1,62,10,3,47,170,87,2,24,14,152,2604
서울특별시 성북구 장위3동,11080780,"2,143",15527,6456,33.19392813,13.80176467,0.0002,38.11111111111112,3088.8888888888887,54.35616438356164,8868.123287671233,38.92857142857143,5550.285714285715,49.35714286,1728.571429,8783.333333333334,37221.53233830845,15728,11599.166666666666,45.18824744581105,4808.967329961459,18333.00808457711,,,,15,21,4,20,48,39,2,6,10,62,2304
서울특별시 성북구 성북동,11080810,"4,136",15925,8133,50.85454322,25.97174254,0.0004,55.51327433628319,4842.477876106194,61.3,9840,73.05063291,8275.189873417721,73.16666667,1500,18347.55725,29453.33333333333,28302.38223938224,18781.25,65.75764347941889,6114.416937380978,23721.130706155993,,,,189,71,13,52,183,91,14,44,17,234,3074
