행정구역_x,행정구역분류,2023년_계_총세대수,2023년_계_총인구수,2023년_세대수(전체세대),지역별 1인세대 / 지역별 전체세대,지역별 1인가구 / 전체인구비,지역별 1인가구수 / 전국 1인가구수비,montly-avg_단독다가구,dep-avg_단독다가구_월세,montly-avg_아파트,dep-avg_아파트_월세,montly-avg_연립다세대,dep-avg_연립다세대_월세,montly-avg_오피스텔,dep-avg_오피스텔_월세,dep-avg_단독다가구_전세,dep-avg_아파트_전세,dep-avg_연립다세대_전세,dep-avg_오피스텔_전세,montly-avg_mean,dep-avg_rent_mean,dep-avg_deposit_mean,count_도시철도,count_bus,count_transport,sum_과학·기술,sum_교육,sum_보건의료,sum_부동산,sum_소매,sum_수리·개인,sum_숙박,sum_시설관리·임대,sum_예술·스포츠,sum_음식,sum_all_shop
경기도 수원시 권선구 권선2동,31012640,"3,620",46505,17179,21.07223936,7.784109236,0.0004,48.60869565217392,1820.289855072464,76.33027523,3180.568807339449,34.857142857142854,5904.761904761905,,,11746.153846153846,22240.683673469382,14342.857142857143,,53.26537124622485,3635.2068557246057,16109.898220826792,,,,29,40,10,17,257,90,0,13,47,313,5400
경기도 수원시 권선구 금곡동,31012650,"5,190",44027,17601,29.48696097,11.78822086,0.0005,57.02564102564103,4865.384615384615,32.16923076923077,3584.538461538461,37.833333333333336,1080.5555555555557,55.72321429,1579.669643,15650.684931506848,18454.47761,7115.384615384615,15200.452830188678,45.68785485455129,2777.537068869658,14105.249997255112,,,,102,139,30,63,267,205,4,21,84,527,6455
경기도 수원시 권선구 호매실동,31012660,"4,482",44651,17237,26.00220456,10.0378491,0.0005,52.60526315789474,2809.2105263157896,34.972043010752685,5512.873118,42.15789474,2214.9122807017543,59.82142857,2283.928571,14568,23801.698863636364,7313.561403508772,13613.793103448275,47.38915736887238,3205.2311240742783,14824.263342648354,,,,105,77,20,44,155,152,0,34,67,318,5582
경기도 수원시 팔달구 지동,31013530,"2,951",9841,5374,54.91254187,29.98678996,0.0003,41.68098159509202,1372.8220858895706,39.208333333333336,1004.1666666666666,50.55,4450,,,8720.608108108108,10443,15327.027027027028,,43.81310497614178,2275.662917518746,11496.878378378378,,,,40,5,10,26,163,61,4,32,15,132,2871
경기도 수원시 팔달구 우만1동,31013540,"6,008",18738,10633,56.50333866,32.06318711,0.0006,43.43143813,1471.839464882943,49.0703125,2215.3125,45.53403141361257,3783.774869109948,,,10477.692307692309,13073.701492537311,13724.505928853754,,46.01192734787086,2490.308944664297,12425.299909694457,,,,85,30,7,43,236,140,0,48,54,262,3163
경기도 수원시 팔달구 우만2동,31013550,"3,636",16802,7883,46.12457186,21.64028092,0.0004,42.80263157894737,725.4385965,50.39705882352941,1901.5808823529408,47.03896103896104,2328.5714285714284,36.12,1163.96,8803.378378378378,14741.77186311787,11997.522388059702,9855.555555555557,44.08966286035946,1529.8877268560923,11349.557046277876,,,,31,47,12,23,90,63,7,13,49,186,3050
경기도 수원시 팔달구 인계동,31013560,"14,212",45608,24840,57.21417069,31.16119979,0.0014,45.38341968911917,1324.8704663212436,49.95061728395062,2806.6666666666665,45.57377049180328,3874.240437,47.3525,1753.3875,10757.25,19081.78260869565,13434.44149,11006.107954545454,47.06507686621827,2439.791267536595,13569.895513150701,,,,455,159,105,153,802,436,139,186,195,1383,6601
경기도 수원시 팔달구 매교동,31013670,"3,446",21454,9343,36.88322809,16.06227277,0.0003,45.85714285714285,1117.857142857143,48.75,16345.721428571427,46.53658536585366,2501.2195121951218,,,16909.090909090908,32120.759493670885,12385.714285714286,,47.04790940766551,6654.932694541231,20471.854896158693,1,25,26,58,60,13,51,106,59,14,31,18,134,3409
경기도 수원시 팔달구 매산동,31013680,"3,695",9878,5896,62.66960651,37.40635756,0.0004,45.527472527472526,1055.2197802197802,75.84615384615384,4896.153846153846,47.67391304347826,1619.0869565217392,43.45098039,1127.45098,9576.923076923076,24191.93548387097,8641.796610169491,9420.833333333334,53.12462995177616,2174.4778907238415,12957.872126074219,2,21,23,172,47,35,54,689,170,109,74,95,625,4964
경기도 수원시 팔달구 고등동,31013690,"3,943",19903,9380,42.03624733,19.81108376,0.0004,43.62735849056604,1754.245283018868,24.07650273224044,7455.677595628415,45.07,2802.56,53.15384615,1784.615385,11328.936507936509,31990.41095890411,12387.222222222224,12792.857142857143,41.48192684320162,3449.274565911821,17124.856707979998,,,,40,24,4,43,113,93,18,37,25,174,3495
경기도 수원시 팔달구 화서1동,31013700,"3,785",21214,9722,38.93231845,17.84199114,0.0004,42.77142857142857,1567.936507936508,73.33333333333333,6920,40.07017543859649,3130.035087719298,,,9805.724137931034,24844.68253968254,11870.09523809524,,52.058312447786136,3872.6571985519354,15506.833971902937,,,,35,35,12,43,277,134,3,32,56,288,3849
경기도 수원시 팔달구 화서2동,31013710,"2,257",24342,9376,24.07209898,9.272040095,0.0002,45.59259259,1754.6296296296296,73.00543478,4112.282608695652,56.5,2000,,,10972.727272727272,22425.741525423728,21900,,58.36600913,2622.3040794417607,18432.82293,1,36,37,33,51,9,16,93,81,0,11,23,185,3212
경기도 수원시 팔달구 행궁동,31013720,"4,050",9433,6058,66.85374711,42.93437931,0.0004,45.33018867924528,2338.971698113208,,,37.26984126984127,1722.6349206349207,52,300,11525.42372881356,,12928.378378378378,15000,44.86667664969551,1453.8688729160428,13151.267369063979,,,,139,61,19,27,781,104,63,67,52,743,5039
경기도 수원시 영통구 매탄1동,31014510,"2,168",11704,5211,41.6042986,18.52358168,0.0002,39.81666666666667,831.6666666666666,87.40740741,4855.555555555556,34.77777777777778,2030.555555555556,,,8956.481481481482,26336.53846153846,8586.206896551725,,54.00061728395062,2572.592592592593,14626.408946523889,,,,11,21,10,16,125,48,6,6,16,133,5050
경기도 수원시 영통구 매탄2동,31014520,"2,686",13930,6421,41.83149042,19.28212491,0.0003,46.82978723404256,2007.234042553192,64.39473684210526,3625.328947368421,53.73170731707317,5624.390243902439,,,11379.0625,17618.962962962964,15865.36231884058,,54.98541046,3752.317744608017,14954.462593934513,,,,73,30,6,25,132,99,1,28,24,200,5306
경기도 수원시 영통구 매탄3동,31014530,"7,015",34512,15731,44.59347785,20.32626333,0.0007,43.786127167630056,2277.628131021195,66.10526315789474,4937.084210526316,21.05,5035.5,,,12310.14367816092,27596.10152284264,13717.5,13100,43.647130108508264,4083.4041138491702,16680.93630025089,,,,68,94,15,75,250,199,2,39,114,514,6069
경기도 수원시 영통구 매탄4동,31014540,"3,925",20293,9492,41.35061104,19.3416449,0.0004,46.32972972972973,1851.654054054054,62.16265060240964,3478.3132530120483,39.5625,3487.5,43.5,8000,11509.876543209875,17439.978902953586,12868.75,16000,47.88872008303484,4204.366826766525,14454.651361540866,,,,29,22,0,20,110,73,1,7,23,173,4745
경기도 수원시 영통구 원천동,31014600,"9,586",45447,21027,45.58900461,21.09270139,0.001,43.26078028747433,1822.279260780288,45.49644381223329,4515.145092460882,59.81818181818182,3512.7272727272725,96.58450704,3108.450704,12086.523178807947,23647.63763608087,49600.65789473684,25285.625,61.28997823947236,3239.6505824921105,27655.110927406415,,,,536,95,23,119,313,222,13,64,71,555,6814
경기도 수원시 영통구 광교1동,31014620,"9,192",53072,22695,40.50231328,17.31986735,0.0009,78.61290322580645,7482.193548387097,38.16216216216216,10028.854054054054,191.16666666666663,30333.33333333333,74.11600811,2588.628673,22970.227272727272,37099.46808510638,70312.49462365592,20045.77793103448,95.51443504,12608.252402193619,37606.99197813102,2,84,86,381,249,48,115,550,243,1,66,90,776,7362
경기도 수원시 영통구 광교2동,31014630,"3,313",28712,11655,28.42556843,11.53872945,0.0003,70.94339622641509,7216.981132075472,22.709046454767726,5965.100244498777,,,122.1458333,6395.833333,22945.47674418605,28819.075,,33717.712,71.93275866039427,6525.971569858083,28494.087914728687,,,,595,119,11,89,384,120,1,58,33,385,6662
경기도 수원시 영통구 영통1동,31014640,"2,945",33195,12555,23.45679012,8.871818045,0.0003,43.87647058823529,1340,78.97149643705463,5127.6959619952495,47,1000,62.11872146,1247.269406,10569,22854.52755102041,,14214.150943396226,57.99167212132248,2178.7413419988125,15879.226164805545,1,20,21,20,42,4,13,60,26,0,8,28,118,4795
경기도 수원시 영통구 영통2동,31014650,"7,379",25393,13460,54.82169391,29.05918954,0.0007,54.95744680851064,4199.744680851064,78.94444444444444,4642.246376811594,41.6,6782.1,,,18124.666666666668,24420.13616268789,14153.8,,58.500630417651685,5208.0303525542195,18899.53427645152,1,24,25,309,89,18,57,223,165,12,86,77,429,6381
경기도 수원시 영통구 영통3동,31014660,"5,832",31624,13795,42.27618702,18.44168986,0.0006,42.8994709,796.2962962962963,75.68871595,3064.591439688716,,,49.38888889,580.5555556,9321.559633027522,22150.91009174312,,7000,55.99235858110246,1480.481097195004,12824.156574923547,1,31,32,347,219,49,67,412,262,34,87,144,792,7359
경기도 수원시 영통구 망포1동,31014670,"2,600",31684,11482,22.64413865,8.206034592,0.0003,36.09708737864078,1628.126213592233,101.52272727272728,6897.727272727273,41.86206896551724,3448.2758620689656,,,7831.435483870968,30842.06349206349,10685,,59.82729453896177,3991.3764494628235,16452.832991978154,,,,28,64,15,12,101,66,6,14,38,139,5458
경기도 수원시 영통구 망포2동,31014680,"1,796",33462,11353,15.81960715,5.36728229,0.0002,58,1755.5555555555557,80.28333333333333,7494.533333333334,18.03472222222222,2946.645833333333,,,8875,28944.61860465116,10616.32,,52.10601851851852,4065.578240740741,16145.312868217052,,,,20,100,31,15,111,77,0,5,24,120,5078
경기도 성남시 수정구 신흥1동,31021510,"4,778",12665,7707,61.99558843,37.72601658,0.0005,37.223214285714285,1124.4642857142858,,,42,1910,35,1000,8618.675,32000,15036.111111111111,30666.666666666668,38.07440476190476,1344.8214285714287,21580.363194444446,,,,30,8,23,40,183,123,47,20,33,259,1989
경기도 성남시 수정구 신흥2동,31021520,"2,637",28895,11370,23.19261214,9.126146392,0.0003,43.766666666666666,1270,56.85386576040781,9872.889549702631,57.5,6500,50,500,12343.076923076924,41488.36877076412,16494.423076923078,10000,52.030133106768616,4535.722387425658,20081.46719269103,2,17,19,35,40,14,45,148,42,0,10,10,80,1600
경기도 성남시 수정구 신흥3동,31021530,"3,900",10827,6416,60.78553616,36.02105846,0.0004,37.688259109311744,1542.7125506072875,,,34.416666666666664,8837.5,45,1000,10355.645161290322,,18839.772727272728,17633.333333333332,39.03497525865947,3793.4041835357625,15609.583740632128,1,14,15,45,33,27,35,217,113,49,17,55,312,2232
경기도 성남시 수정구 태평1동,31021540,"5,121",14376,8516,60.13386566,35.62186978,0.0005,44.15802469135802,1723.209877,63.76923076923077,4515.384615384615,51.8,4307.24,53,2500,10820.115577889448,19021.42857142857,17426.81159,26200,53.18181386514719,3261.458623096154,18367.08893588023,2,19,21,52,23,8,48,173,112,17,41,28,200,2069
경기도 성남시 수정구 태평2동,31021550,"4,100",14430,7794,52.60456762,28.41302841,0.0004,40.89915966386555,1946.6596638655465,74.25,10765.625,37.27272727272727,7918.181818181818,,,10414.041450777202,34804.96923076923,16690.61111111111,,50.807295645530935,6876.8221606824545,20636.540597552514,,,,56,12,8,30,120,76,8,18,39,166,1939
경기도 성남시 수정구 태평3동,31021560,"3,463",12442,6679,51.8490792,27.8331458,0.0003,42.24777183600713,1797.9679144385027,,,76.41666666666667,4000,95.2,4100,10253.730337078652,,19994.92105263158,24508,71.28814616755794,3299.3226381461677,18252.217129903413,,,,31,21,10,33,234,95,5,13,20,182,2089
경기도 성남시 수정구 태평4동,31021570,"3,240",11908,6264,51.72413793,27.20859926,0.0003,39.70445344129555,1670.157894736842,46.333333333333336,3833.3333333333335,41,2693.75,,,9495.060836501902,13506.25,17415.686274509804,,42.34592892,2732.4137426900584,13472.332370337235,,,,39,13,2,22,76,72,0,24,11,78,1730
경기도 성남시 수정구 수진1동,31021580,"4,169",11564,6975,59.77060932,36.05153926,0.0004,35.17829457364341,976.2403100775192,,,23.75,7775,45,500,8690.147059,,19892.115384615383,,34.64276485788114,3083.74677,14291.131221719457,1,7,8,39,8,11,42,171,84,47,31,44,180,2230
경기도 성남시 수정구 수진2동,31021590,"3,696",15015,7636,48.40230487,24.61538462,0.0004,43.19392523364486,1943.3411214953271,62.71739130434783,4228.260869565217,46.4375,9054.375,66.64516129,2516.129032,11390.979452054797,30895,23932,19000,54.74849445699817,4435.526505765136,21304.49486,1,19,20,51,39,10,35,160,97,25,30,46,205,2320
경기도 성남시 수정구 단대동,31021600,"2,403",14574,6528,36.81066176,16.48826678,0.0002,45.125,2752.2727272727275,47.03921568627451,7691.970588235294,38.78,3060.82,,,14280.952380952382,27610.795180722893,13198.161764705885,,43.648071895424835,4501.687771836007,18363.303108793723,1,12,13,84,15,8,36,89,45,9,6,16,92,2095
경기도 성남시 수정구 산성동,31021610,891,4723,2196,40.57377049,18.8651281,0.0001,43.05263157894737,1607.8947368421052,,,43.891891891891895,4764.351351351352,,,9561.538462,,14830.733944954129,,43.472261735419636,3186.1230440967283,12196.136203246293,,,,10,4,2,23,35,17,0,7,11,33,1734
경기도 성남시 수정구 양지동,31021620,"1,704",9331,4277,39.84101005,18.26170828,0.0002,41.13846153846154,1984.8307692307687,61,4833.333333333333,51.294117647058826,5970.588235294118,,,12086.829268292682,20750,17872.950819672133,,51.14419306184012,4262.917445952739,16903.260029321606,,,,19,8,4,10,57,53,5,14,22,90,2062
경기도 성남시 수정구 신촌동,31021640,830,4575,2035,40.78624079,18.1420765,0.0001,89.31506849315069,11935.301369863011,,,55,5000,,,29370.915492957745,,34875,,72.15753424657535,8467.650684931505,32122.957746478874,,,,17,9,0,7,34,14,0,12,3,28,2261
경기도 성남시 수정구 고등동,31021650,"1,997",11876,5243,38.08888041,16.81542607,0.0002,98.42028985507248,10441.90579710145,21.424836601307188,6130.065359477124,126.66666666666669,17000,94.8,3200,31454.43548387097,22472.33333333333,35792.10526315789,25000,85.32794828076159,9192.992789144642,28679.718520090548,,,,111,22,5,44,101,39,0,20,9,155,2320
경기도 성남시 수정구 시흥동,31021660,"1,272",3397,2018,63.03270565,37.44480424,0.0001,65.89655172413794,4958.620689655172,22.13402062,7038.577319587629,103.6875,5312.5,130.4141414,1025.252525,22725,,30354.166666666668,21805.33333333333,80.53305343567366,4583.7376335607005,24961.5,,,,90,15,6,32,104,37,4,10,15,163,2497
경기도 성남시 수정구 복정동,31021670,"4,329",10357,6568,65.91047503,41.7978179,0.0004,49.11449159327462,4481.633306645316,,,42.25,2912.5,,,16010.351089588376,,10460,,45.68224579663731,3697.066653322658,13235.175544794187,2,18,20,126,40,2,34,149,67,6,58,35,194,2812
경기도 성남시 수정구 위례동,31021680,"5,497",44987,18168,30.25649494,12.21908551,0.0006,102.37410071942446,12759.820143884892,31.53159851301115,7145.191184280404,50.61111111111112,43355.32407407407,82.78676471,6227.389706,31742.73515981735,51614.90196078432,,25864.218623481785,66.82589376338669,17371.93127705984,36407.28524802782,,,,256,287,68,111,355,228,3,69,103,616,4257
경기도 성남시 중원구 성남동,31022510,"10,578",32430,18307,57.7811766,32.61794635,0.0011,47.48761904761905,3060.285714285714,35.86440677966102,4325.754237288135,50.44047619047619,5248.928571428572,56.68693009,3928.75076,16293.42193,22208.108108108107,19661.32679738562,19632.622871046227,47.61985802693906,4140.929820750605,19448.869925862564,1,39,40,171,82,44,123,818,315,98,100,149,920,7004
경기도 성남시 중원구 금광1동,31022530,"2,314",19567,8239,28.08593276,11.82603363,0.0002,43.65714285714286,1768.571428571429,46.21963394342762,8154.998336106489,62.36363636363637,4118.181818181818,44.75,650,10952.083333333334,32214.69852941177,15266.111111111111,,49.24760329105171,3672.937895714934,19477.630991285405,,,,21,32,9,29,92,43,5,8,31,139,4631
경기도 성남시 중원구 금광2동,31022540,"5,623",24691,12243,45.92828555,22.77348022,0.0006,42.94541484716157,1802.5545851528384,71.75490196078431,7599.509803921569,48.59615384615385,2989.230769230769,,,12580.251572327044,29737.13235294117,16283.69465648855,23000,54.43215688469991,4130.431719435059,20400.26964543919,,,,129,40,14,74,212,186,8,34,74,339,5361
경기도 성남시 중원구 은행1동,31022550,"1,748",9676,4427,39.48497854,18.06531625,0.0002,38.54054054054054,1240.5405405405406,,,42.4,2920,,,6977.777777777777,,12351.579617834395,,40.47027027027027,2080.2702702702704,9664.678697806086,,,,10,0,0,5,15,5,0,0,1,17,2711
경기도 성남시 중원구 은행2동,31022560,"4,790",22175,10898,43.9530189,21.60090192,0.0005,41.1031746,1840.2380952380952,47.33846153846154,3446.153846153846,38.83561643835616,4217.726027397261,,,11610,18280.13888888889,12931.603238866395,,42.42575085893924,3168.0393229297338,14273.914042585095,,,,21,24,5,39,171,57,3,9,46,161,4841
경기도 성남시 중원구 상대원1동,31022570,"5,544",24336,12174,45.53967472,22.78106509,0.0006,37.12374582,1564.0802675585285,39.97885196374622,4929.549848942598,47.67391304347826,3452.521739130435,,,10137.430555555557,19176.86119873817,16322.702702702703,,41.59217027554083,3315.383951877187,15212.331485665476,,,,365,33,6,94,320,129,5,118,34,304,5743
경기도 성남시 중원구 상대원2동,31022580,893,3169,1672,53.40909091,28.17923635,0.0001,39.28358208955224,2827.611940298508,,,46.25,8000,,,12180.952380952382,,15816.875,,42.76679104477612,5413.805970149254,13998.91369047619,,,,54,4,3,29,111,61,2,21,39,129,4816
경기도 성남시 중원구 상대원3동,31022590,"3,422",11758,6460,52.97213622,29.10358905,0.0003,37.73333333333333,1455,,,42.63157894736842,6973.684210526316,,,9358.305785123966,,17184.6875,,40.18245614035087,4214.342105263158,13271.496642561982,,,,24,12,8,41,163,99,2,16,48,169,4979
경기도 성남시 중원구 하대원동,31022600,"2,561",19593,8154,31.40789796,13.07099474,0.0003,40.520833333333336,2767.708333333333,66.80645161290323,12272.58064516129,42.30769230769231,4575.211538461538,40,15000,12283.703703703704,29140.243902439022,19067.073170731703,24810,47.40874431348222,8653.875129,21325.255194218607,,,,53,22,1,21,145,93,3,32,22,118,4979
경기도 성남시 중원구 도촌동,31022610,"3,175",26528,10784,29.44176558,11.96848613,0.0003,59.49333333333333,9261.133333333331,31.91286307053942,6090.224066390041,120,32500,58.05769231,5515.820513,27297.058823529413,41428.84545454545,61681.81818181818,18856.79292929293,67.36597217846818,13341.794478180844,37316.12884729649,,,,119,70,9,44,180,116,0,33,35,194,4930
경기도 성남시 중원구 중앙동,31022620,"2,937",16925,7676,38.26211569,17.35302806,0.0003,37.706896551724135,1617.5,43.72413793103448,8103.556034482759,40.888888888888886,3611.1111111111113,,,10348.148148148148,40671.454545454544,12774.924242424242,,40.77330779054916,4444.0557151979565,21264.842312008976,,,,17,23,7,24,88,57,59,17,30,161,5011
경기도 성남시 분당구 분당동,31023510,"3,258",24888,10133,32.15237343,13.09064609,0.0003,46.87656529516995,4163.640429338104,81.18604651162791,14697.67441860465,103.16,22093,,,17789.37777777778,37672.29661016949,53446.042735042734,6500,77.07420393559929,13651.438282647585,28851.92928,,,,50,32,2,23,70,52,0,15,10,55,1235
경기도 성남시 분당구 수내3동,31023520,"1,618",13436,5159,31.36266718,12.04227449,0.0002,47.742489270386265,3935.622317596568,75.125,21527.08333333333,,,,,17093.67816091954,42315.46875,,,61.433744635193136,12731.352825464948,29704.57345545977,,,,23,71,6,22,76,49,0,10,22,89,1330
경기도 성남시 분당구 수내1동,31023530,"3,229",17838,7787,41.46654681,18.10180514,0.0003,,,84.94520547945206,10208.90410958904,,,71.63055556,3884.027778,,31977.30402930403,,21368.884146341465,78.28788051972603,7046.465944,26673.09408782275,1,20,21,266,166,35,62,347,134,12,60,61,404,2626
경기도 성남시 분당구 수내2동,31023540,263,10355,3167,8.304389012,2.539835828,0,49.03603603603604,4091.891891891892,95.66666666666669,19400,,,,,18506.57894736842,44677.16216216216,,,72.35135135135135,11745.945945945947,31591.87055476529,,,,10,57,4,13,94,49,0,5,17,65,1356
경기도 성남시 분당구 정자2동,31023550,"3,433",14614,7330,46.83492497,23.49117285,0.0003,,,69.81710213776722,6796.793349168646,,,,,,25115.970414201183,,,69.81710213776722,6796.793349168646,25115.970414201183,,,,3,6,1,6,27,16,0,1,5,22,1174
경기도 성남시 분당구 정자3동,31023560,"1,904",16897,6636,28.69198312,11.26827247,0.0002,52.45673076923077,4418.990384615385,82.88636363636364,15104.545454545454,,,,,21680.532786885247,35372.626760563384,,,67.6715472,9761.76792,28526.579773724316,,,,29,19,2,15,60,26,1,6,5,48,1444
경기도 성남시 분당구 서현1동,31023580,"4,363",31021,12584,34.67101081,14.06466587,0.0004,56.2183908,4554.597701149425,76.32627118644068,9952.470339,73.23529411764706,20564.70588235294,74.36727273,3302.28,20942.463768115944,33956.50163,36455.17857142857,20968.887573964497,70.03680720852194,9593.513480621354,28080.75788554338,1,48,49,380,173,99,112,767,276,22,99,127,743,4137
경기도 성남시 분당구 서현2동,31023590,"1,599",17759,6599,24.23094408,9.003885354,0.0002,44.938650306748464,3801.963190184049,81.52380952380952,14571.42857142857,89.03846153846153,8369.230769,,,16583.333333333332,34322.602739726026,31892.08333333333,,71.83364045633984,8914.20751,27599.339802130897,,,,40,75,14,22,126,74,0,5,31,153,1805
경기도 성남시 분당구 이매1동,31023600,"1,842",24845,9003,20.45984672,7.413966593,0.0002,45.523809523809526,6978.174603174603,92.65333333333334,14327.2,96.40909091,17909.090909090908,,,23288.846153846152,41008.54310344828,40433.50793650794,,78.19541125541126,13071.488504088504,34910.29906460079,2,36,38,67,57,3,24,96,58,1,14,24,91,1851
경기도 성남시 분당구 이매2동,31023610,672,13146,4441,15.13172709,5.111821086,0.0001,,,74.65,18582.5,,,,,,38778.93220338983,,,74.65,18582.5,38778.93220338983,,,,15,41,5,15,50,38,1,12,20,52,1704
경기도 성남시 분당구 야탑1동,31023620,"3,023",16808,7535,40.1194426,17.9854831,0.0003,47.41666666666666,4216.964285714285,87.98113207547169,10166.037735849057,,,69.70833333,2771.25,15360.128205128203,36697.53459119497,,19215,68.36871069071277,5718.084007,23757.554265441056,1,26,27,277,76,41,73,513,205,15,87,90,532,3441
경기도 성남시 분당구 야탑3동,31023630,"5,218",26838,12635,41.2979818,19.44258141,0.0005,53.3957346,3627.132701421801,67.17587939698493,9535.175879396986,77.18478260869566,13153.260869565218,67.13333333,2533.333333,16955.885869565216,28647.69165247019,33635.375478927206,16233.333333333334,66.22243248392014,7212.225695846001,23868.071583573987,,,,175,50,3,34,183,133,2,76,39,204,2482
경기도 성남시 분당구 야탑2동,31023640,"1,534",15874,6034,25.42260524,9.663600857,0.0002,59.1,5400,65.60273973,7306.849315068493,71.09090909,13454.545454545454,61.74418605,1732.55814,28616.666666666668,27859.20105820106,39536.36363636364,15316.666666666666,64.38445871673413,6973.488227403486,27832.224506974508,,,,38,30,3,15,57,34,0,9,19,58,1769
경기도 성남시 분당구 구미동,31023670,"4,657",28673,12576,37.03085242,16.24176054,0.0005,47.24358974358975,3152.5641025641025,68.01435406698565,8528.416267942584,144.67741935483872,31638.70967741936,59.06666667,2796.111111,13278.947368421052,29765.283018867925,67290.74626865672,16301.263736263736,79.75050745885353,11528.950289731512,31659.060098052356,1,62,63,207,94,17,55,225,135,9,44,66,310,2953
경기도 성남시 분당구 운중동,31023680,"2,516",34556,12562,20.02865786,7.280935293,0.0003,96.75609756,17402.032520325203,48.373056994818654,9307.709844559586,211.55454545454543,20472.727272727272,109.1702128,4751.06383,42547.92857142857,48636.75138121547,68868.06722689075,25292.777777777777,116.46347820234102,12983.383366903015,46336.38123932815,,,,115,110,19,58,182,110,0,21,46,261,2605
경기도 성남시 분당구 금곡동,31023710,"4,538",27083,12058,37.6347653,16.75589853,0.0005,67.14285714285714,2181.428571428572,76.34362934362935,11347.146718146718,108.64516129032258,9264.516129032258,66.3,3795.40625,18104.545454545456,34482.21231422506,33256.593406593405,20049.824324324323,79.60791194420227,6647.1244171518865,26473.29387492206,1,35,36,110,72,44,56,250,138,4,35,64,285,3093
경기도 성남시 분당구 구미1동,31023720,"2,545",16495,7101,35.84002253,15.42891785,0.0003,53.51515151515152,2890.151515151515,79.20779220779221,16770.12987012987,109.47945205479452,13042.465753424658,74.75892857,2944.642857,15837.5,37656.98623853211,41756.91549295775,22769.6,79.24033108693456,8911.847499,29505.250432872468,1,39,40,105,59,21,34,362,103,3,30,41,252,3123
경기도 성남시 분당구 삼평동,31023740,"2,199",23939,9058,24.27688231,9.185847362,0.0002,,,34.49519230769231,7897.1875,,,92.93421053,2927.061404,,58493.94059405941,,25530.131067961163,63.714701418846154,5412.124452,42012.03583101029,,,,415,118,29,66,258,111,3,94,44,671,4036
경기도 성남시 분당구 판교동,31023750,"1,369",26512,8999,15.21280142,5.163699457,0.0001,103.61458333333331,16100,148.76923076923077,16307.692307692309,147.93548387096774,34693.54838709677,52.5,9500,43943.330434782605,52010.51937984496,94709.67741935483,23450,113.20482449338296,19150.31017369727,53528.38181,,,,90,80,7,36,136,70,0,5,18,178,2711
경기도 성남시 분당구 백현동,31023760,"2,706",26848,10428,25.94936709,10.07896305,0.0003,96.81690141,12549.295774647888,26.86288416,5172.217494089835,,,112.8095238,6198.809524,36047.83673469388,4686,,33941.743589743586,78.82976979025217,7973.440930912574,24891.860108145822,2,39,41,100,57,16,34,407,106,2,23,21,292,3393
경기도 성남시 분당구 정자1동,31023770,"6,305",30248,13963,45.15505264,20.84435335,0.0006,,,76.65217391304348,11207.608695652174,,,87.01590106,4294.381625,,34844.166666666664,,26065.683215130022,81.83403748652174,7750.995160326087,30454.924940898345,2,24,26,236,266,64,66,245,158,14,56,73,622,4177
경기도 성남시 분당구 정자동,31023780,"2,586",14284,6390,40.46948357,18.1041725,0.0003,53.46036585365854,3773.7804878048782,96.94285714285714,8451.428571,100.44444444444444,45000,87.5786802,4018.464467,21909.11504424779,37191.82142857143,77486.36363636363,24964.224867724868,84.60658691024003,15310.918381558362,40387.881244226926,,,,77,76,8,28,170,127,0,39,59,336,3177
경기도 의정부시 의정부2동,31030520,"8,424",29574,15959,52.78526223,28.48447961,0.0008,39.03720930232558,728.6976744186046,43.66753246753247,1329.3506493506493,41.829015544041454,2183.8082901554403,45.28358209,732.8358209,8054.102564102564,14027.305220883534,10744.037220843671,9714.814814814816,42.454334850974874,1243.6731087061735,10635.064955161146,3,48,51,311,74,35,67,416,254,32,131,128,679,5964
경기도 의정부시 호원1동,31030550,"5,244",34483,15247,34.39365121,15.20749355,0.0005,45.39024390243903,1013.4146341463414,52.28421052631579,2156.315789473684,42.71304347826087,1870.4,45.97142857,1217.142857,8961.904761904761,17079.539682539682,12491.421568627453,11025,46.589731619253925,1564.3183201550064,12389.466503267975,,,,55,37,10,27,174,111,6,15,52,258,4689
경기도 의정부시 장암동,31030560,"2,848",19007,8291,34.35050054,14.98395328,0.0003,50,6000,44.97986577181208,3328.4194630872485,,,,,13600,15103.86984126984,,,47.48993288590604,4664.209731543624,14351.93492063492,1,30,31,19,7,1,15,104,42,1,5,13,97,4268
경기도 의정부시 신곡1동,31030570,"5,419",39419,16917,32.03286635,13.74717776,0.0005,37.38235294117647,832.3529411764706,62.85549132947977,3064.5317919075146,40.25714285714286,2126.428571428572,,,6684.615384615385,16165.380794701989,8876.938775510203,13000,46.831662375933035,2007.771101504186,11181.733738706895,1,42,43,42,65,8,20,199,122,0,36,52,257,4445
경기도 의정부시 신곡2동,31030580,"5,718",45401,18959,30.15981856,12.59443625,0.0006,43.25,921.4285714285714,54.476851851851855,2689.962962962963,40.86842105263158,1235.4736842105262,44.28421053,884.2526316,10430.76923076923,15929.434782608696,7763.888888888889,10721.111111111111,45.71987085862086,1432.7794625505153,11211.30100334448,4,65,69,100,78,7,35,190,172,5,45,58,324,5001
